show_id,title,director,rating,type,date_added,release_year,description
s2424,"Girl, Boy, Bakla, Tomboy",Wenn V. Deramas,TV-14,Movie,2019-02-27,2013,"Quadruplets separated as babies reunite in Manila when one needs a liver transplant, but long-held family resentments threaten to derail everything."
s2425,Girl's Revenge,Weica Wang,TV-MA,Movie,2020-11-06,2020,"After a sex video subjects her friend to mockery and bullying, a transfer student sets out to reveal the truth as campus secrets come to light."
s2427,Girlfriend's Day,Michael Paul Stephenson,TV-MA,Movie,2017-02-14,2017,"When he''s caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin."
s2432,Girls und Panzer,Tsutomu Mizushima,TV-PG,TV Show,2019-12-15,2012,Miho Nishizumi tries to escape her family's tradition of tankery by enrolling at a new high school. Instead she gets back into the sport with friends.
s2433,Girls und Panzer der Film,Tsutomu Mizushima,TV-MA,Movie,2019-11-22,2015,The girls of Ōarai High must face off against a formidable university team in a fierce tank battle to once again avoid closure of their school.
s2434,Girls With Balls,Olivier Afonso,TV-MA,Movie,2019-07-26,2019,"Stranded in the woods and eyeballed by twisted hunters, members of a women’s volleyball team bump it up in the most dangerous game of their lives."
s2435,Giving Voice,"James D. Stern, Fernando Villena",PG-13,Movie,2020-12-11,2020,"Six ambitious student actors audition for the prestigious August Wilson Monologue Competition, culminating in a riveting final round on Broadway."
s2440,Glitter Force Doki Doki,Go Koga,TV-Y7,TV Show,2017-11-10,2017,Four girls summon their inner superheroes to defend Earth and the magical kingdom of Splendorius from King Mercenare and his minions.
s2445,Gnome Alone,Peter Lepeniotis,PG,Movie,2018-10-19,2018,"After moving into a new house with her mom, high schooler Chloe discovers a troupe of talking garden gnomes who need her help saving the world."
s2446,Go Karts,Owen Trevor,TV-PG,Movie,2020-03-13,2020,"A fearless teen leans into the rush of high-speed go-kart racing, backed by good friends — and a surly ex-driver who becomes his coach."
s2448,Go! Go! Cory Carson: The Chrissy,"Alex Woo, Stanley Moore",TV-Y,Movie,2020-05-01,2020,"The Carson kids win a talent show with a dance that Cory created. But when The Chrissy catches on, his little sister gets all of the attention."
s2450,GO! The Unforgettable Party,Mauro Scandolari,TV-PG,Movie,2019-11-15,2019,"Mía''s vacation with her dad is disrupted by the surprise arrival of Lupe, Mercedes, Juanma and Álvaro as their school drama moves lakeside."
s2451,God Bless the Broken Road,Harold Cronk,PG,Movie,2019-02-09,2018,"After a young mother is widowed by war, her faith is tested as she struggles to stay afloat financially and raise her daughter."
s2453,God Knows Where I Am,"Jedd Wider, Todd Wider",TV-PG,Movie,2018-10-22,2016,"Through diary entries, this documentary follows the life and death of homeless woman Linda Bishop and her struggles with starvation, sanity and God."
s2454,God of War,Gordon Chan,NR,Movie,2017-12-16,2017,A maverick leader and a clever young general take on Japanese pirates amid bureaucratic intrigue in Ming Dynasty China.
s2455,God's Not Dead,Harold Cronk,PG,Movie,2020-04-01,2014,A spiritual college student clashes with an atheistic professor who insists that students will only pass his class by admitting that God is dead.
s2456,God's Not Dead: A Light in Darkness,Michael Mason,PG,Movie,2018-12-04,2018,"After a fire breaks out at his church, a pastor faces a legal battle against university leaders who wish to push the congregation off the campus."
s2457,God's Own Country,Francis Lee,TV-MA,Movie,2018-05-01,2017,"In Yorkshire, a withdrawn gay farmer begins a torrid affair with a Romanian migrant worker who shows him the depths of his capacity for affection."
s2459,Godzilla,"Kobun Shizuno, Hiroyuki Seshita",TV-14,TV Show,2018-01-17,2017,"A desperate group of refugees attempts to recolonize Earth 20,000 years after Godzilla took over. But one young man wants revenge above all else."
s2460,GODZILLA City on the Edge of Battle,"Kobun Shizuno, Hiroyuki Seshita",TV-14,Movie,2018-07-18,2018,"On Earth, Haruo and his companions make contact with the indigenous Houtua tribe. To defeat Godzilla, they set out for the old Mechagodzilla facility."
s2461,GODZILLA The Planet Eater,"Kobun Shizuno, Hiroyuki Seshita",TV-PG,Movie,2019-01-09,2018,"With the earth alliance weakened, Haruo weighs siding with the Exif, whose death cult is summoning a monster that can destroy the world."
s2462,Goedam,Hong Won-ki,TV-MA,TV Show,2020-08-20,2020,"When night falls on the city, shadows and spirits come alive in this horror anthology series centered on urban legends."
s2463,Going for Gold,Clay Glen,TV-G,Movie,2018-07-15,2018,"After moving to Australia, an American teen convinces her new friends to form a cheer squad and take on their biggest rivals in competition."
s2464,Gol Maal,Hrishikesh Mukherjee,TV-PG,Movie,2019-12-31,1979,"When circumstances at work compel Ram to pretend to have a twin, his lie works – until the boss wants his daughter to marry Ram’s fictitious brother."
s2466,GoldenEye,Martin Campbell,PG-13,Movie,2019-12-31,1995,"Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base."
s2467,Goldie,Sam de Jong,TV-MA,Movie,2020-06-22,2019,"When a bold teen mounts a gritty pursuit to dance in a music video, she must also evade child services so she can keep her younger sisters together."
s2469,Goldstone,Ivan Sen,R,Movie,2018-12-10,2016,"In the Australian outback, an Indigenous cop on a missing persons case unearths a trafficking ring and runs afoul of political-industrial interests."
s2470,Gollu Aur Pappu,Kabir Sadanand,TV-14,Movie,2020-07-05,2014,"Hapless brothers Gollu and Pappu stumble into a terrorist plot and end up being ordered to detonate a bomb, a task they are destined to bungle."
s2471,Golmaal Returns,Rohit Shetty,TV-MA,Movie,2020-09-28,2008,A man's relationship with his jealous wife enters choppy waters after he has to spend a night on a yacht with a woman he's rescued from gangsters.
s2472,Golmaal: Fun Unlimited,Rohit Shetty,TV-14,Movie,2019-12-31,2006,"Between thwarting crooks and wooing the belle next door, four pranksters get in over their heads when they bamboozle their way into a couple’s bungalow."
s2474,Gone are the Days,Mark Landre Gould,R,Movie,2019-01-01,2018,"As a notorious outlaw comes to grips with his past, he reconnects with his estranged daughter and gets one more shot to make things right."
s2475,Gonul,Neslihan Yesilyurt,TV-14,TV Show,2017-07-12,2015,"A nurse escapes from her surgeon fiancé after his ex reveals his dark secrets. She later finds love again, but a car accident changes everything."
s2476,Good and Prosperous,Sameh Abdulaziz,TV-14,Movie,2019-12-10,2017,"As two jobless brothers search aimlessly for careers worthy of their hard-to-please mother’s praise, they cluelessly tackle countless gigs."
s2477,Good Burger,Brian Robbins,PG,Movie,2021-01-01,1997,"Working at a neighborhood fast-food joint, two teens try to save the restaurant when a giant burger franchise fires up the competition."
s2478,Good Game: The Beginning,Umut Aral,TV-14,Movie,2020-10-03,2018,New high school grad and avid gamer Cenk is recruited to an intense esports team that trains for a tournament with a life-changing prize.
s2480,Good Hair,Jeff Stilson,PG-13,Movie,2021-01-01,2009,Chris Rock hops around the world going from beauty salons to science labs to comb through the mystery of Black hair.
s2481,Good Kids,Chris McCoy,R,Movie,2017-01-19,2016,Four overachieving friends spend the summer after finishing high school doing everything possible to enjoy the party life and ruin their reputations.
s2482,Good Kill,Andrew Niccol,R,Movie,2017-04-02,2014,"As Tommy Egan pilots armed drones over Afghanistan from the safe comfort of Las Vegas, the remote nature of his work begins to raise moral questions."
s2483,Good Kisser,Wendy Jo Carlton,TV-MA,Movie,2020-08-20,2019,"Hoping to give their relationship a boost, Jenna and Kate arrange to spend an evening with a third woman, but things take a turn once the sparks fly."
s2484,Good Luck,Tarek Abdel Moaty,TV-MA,Movie,2019-06-21,2012,"Seeking an apartment to share with his wife, an apolitical man starts to question his own modest goals as revolution swirls around him."
s2485,Good Luck Chuck,Mark Helfrich,UR,Movie,2019-10-01,2007,"Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right."
s2488,"Good Night, and Good Luck",George Clooney,PG,Movie,2019-06-02,2005,Veteran television newsman Edward R. Murrow faces off against Sen. Joseph McCarthy and his crusade to quell the threat of communism in America.
s2489,Good People,Henrik Ruben Genz,R,Movie,2017-09-08,2014,A struggling couple can't believe their luck when they find a stash of money in the apartment of a neighbor who was recently murdered.
s2490,Good Sam,Kate Melville,TV-PG,Movie,2019-05-16,2019,A curious reporter finds love while pursuing the story of a mysterious figure who's leaving bags of cash for strangers around New York City.
s2491,Good Time,"Benny Safdie, Josh Safdie",R,Movie,2020-02-11,2017,"After spearheading an ill-fated bank robbery, a man must get his mentally challenged younger brother out of jail while eluding his own capture."
s2494,GoodFellas,Martin Scorsese,R,Movie,2021-01-01,1990,Former mobster Henry Hill recounts his colorful yet violent rise and fall in a New York crime family – a high-rolling dream turned paranoid nightmare.
s2496,Gook,Justin Chon,TV-MA,Movie,2018-03-06,2017,"Amidst the looting and chaos of the LA riots, two Korean-American brothers fight to save their struggling shoe store while contemplating their future."
s2497,Goon,Michael Dowse,R,Movie,2017-08-15,2011,"When he''s seen dispatching a rude opposing hockey player in the stands, Doug Glatt is hired by a rival team ... for his fighting skills."
s2498,Goon: Last of the Enforcers,Jay Baruchel,R,Movie,2017-12-30,2016,"Injury and family push hockey player Doug Glatt into retirement, but his plans change when his beloved former team appoints his nemesis as captain."
s2500,Goosebumps 2: Haunted Halloween,Ari Sandel,PG,Movie,2019-04-25,2018,"Three teens spend their Halloween trying to stop a magical book, which brings characters from the Goosebumps novels to life."
s2501,Gori Tere Pyaar Mein,Punit Malhotra,TV-14,Movie,2020-04-01,2013,"Sriram is concerned only with spending money, until he meets Dia, a principled activist. Now he''s determined to prove himself worthy of her affection."
s2503,Gosford Park,Robert Altman,R,Movie,2019-11-01,2001,"In this witty whodunit, wealthy guests and their servants gather for a weekend stay at the home of Sir William McCordle, who is soon found murdered."
s2505,Gotham,Danny Cannon,TV-MA,TV Show,2019-09-30,2019,"Long before he was commissioner, rookie cop James Gordon takes on Gotham City crime and corruption to avenge the murder of Bruce Wayne''s parents."
s2506,Gothika,Mathieu Kassovitz,R,Movie,2021-01-01,2003,"After a car crash, a criminal psychiatrist awakens to find that she''s a patient in the same mental institution that currently employs her."
s2507,Gour Hari Dastaan: The Freedom File,Ananth Narayan Mahadevan,TV-14,Movie,2017-10-15,2015,A former freedom fighter is forced to navigate the corridors of a disinterested bureaucracy to prove that he fought in India's freedom movement.
s2508,Goyo: The Boy General,Jerrold Tarog,TV-MA,Movie,2019-01-26,2018,Brash ladies' man Gregorio Goyo del Pilar rises to become one of the Philippines' youngest generals in this historical epic sequel to Heneral Luna.
s2511,Gran Torino,Clint Eastwood,R,Movie,2020-10-01,2008,A newly widowed Korean War veteran faces his racism and his past when the son of the Hmong family next door tries to steal his beloved 1972 Gran Torino.
s2516,Grand Masti,Indra Kumar,TV-MA,Movie,2018-03-01,2013,"Leaving their wives at home, three randy friends look forward to some raunchy extramarital fun at their college reunion."
s2517,Grand-Daddy Day Care,Ron Oliver,PG-13,Movie,2019-12-25,2019,A frustrated novelist with money problems opens an unsanctioned senior center at his house to make quick cash and occupy his cumbersome father-in-law.
s2518,Grandmaster,B. Unnikrishnan,TV-14,Movie,2018-11-01,2012,"Anticipating the next move in a serial killer''s grisly game, a police chief realizes that his daughter and estranged wife are the next likely victims."
s2519,Grandmother's Farm,Ahmed Zein,TV-14,Movie,2020-05-28,2014,A guys' getaway to an isolated farm in the desert goes from fun to frightening when a mysterious guest crashes the party.
s2520,Grandmother's Farm Part 2,Ahmed Zein,TV-14,Movie,2020-05-28,2015,"After their haunting experience on a desert farm, a group of buddies escapes on a faraway getaway to seaside Fujairah — and right into more terror."
s2521,Grass,Tanuj Chopra,TV-MA,Movie,2019-02-14,2017,Good girl Cam recruits her pot-loving bestie Jinky to help deliver a backpack full of weed for her drug-dealing fiancé.
s2523,Grease,Randal Kleiser,PG,Movie,2019-11-01,1978,John Travolta and Olivia Newton-John star in this hit musical comedy about a greaser and the good girl he falls for – much to his friends' chagrin.
s2528,Greater,David Hunt,PG,Movie,2020-03-31,2016,Faith and determination transform a talentless football player at the University of Arkansas into an All-American in this inspiring true story.
s2533,Green Room,Jeremy Saulnier,R,Movie,2018-11-12,2015,"At the end of their low-budget tour, a punk band accepts a gig at an isolated rural club, only to discover that their hosts are neo-Nazis."
s2534,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),Abba T. Makama,TV-MA,Movie,2018-01-01,2016,"Three young Nigerian bohemians, each from one of the country''s major ethnic groups, explore the directions in which their lives could go."
s2537,Greg Davies: You Magnificent Beast,Peter Orton,TV-MA,Movie,2018-04-10,2018,"British comedian Greg Davies revisits terrifying dates, manscaping disasters, his father''s pranks and more in a savagely funny stand-up special."
s2538,Grego Rossello: Disculpe las molestias,Juani Libonatti,TV-MA,Movie,2019-10-31,2019,"Argentine comedian Grego Rossello takes the stage in Buenos Aires to share his takes on modern stardom, airline dining, brotherly love and more."
s2540,Gridlocked,Allan Ungar,R,Movie,2016-07-14,2015,"An embittered cop is tasked with baby-sitting a spoiled actor, but the two must learn to fight together when they run afoul of a group of mercenaries."
s2543,Grizzlies,Miranda de Pencier,R,Movie,2020-12-15,2018,A group of disaffected students form an unlikely bond through the game of lacrosse when a new teacher introduces the sport to their remote Arctic town.
s2546,Growing Up Wild,Keith Scholey,G,Movie,2017-02-19,2016,"Five baby animals from different parts of the world grow up learning to survive in the wild, nurtured by the love and guidance of their families."
s2547,Guatemala: Heart of the Mayan World,"Luis Ara, Ignacio Jaunsolo",TV-G,Movie,2019-11-30,2019,"From Sierra de las Minas to Esquipulas, explore Guatemala''s cultural and geological wealth, including ancient Mayan cities and other natural wonders."
s2548,Guest House,Sam Macaroni,R,Movie,2020-12-18,2020,The only downside to a young couple’s new dream home — and fresh start — is the nightmare of the raucous houseguest in back who refuses to leave.
s2550,Guilty,Ruchi Narain,TV-MA,Movie,2020-03-06,2020,"When a college heartthrob is accused of rape by a less popular student, his girlfriend navigates various versions of the story in search of the truth."
s2551,Gumrah,Mahesh Bhatt,TV-14,Movie,2020-04-01,1993,"Jailed for drug trafficking while searching for the dad she''s never met, a singer gets unlikely support from a crook whose love she has long rejected."
s2552,Gun City,Dani de la Torre,TV-MA,Movie,2018-10-31,2018,"In 1921 Barcelona, amid unrest between anarchists and the police, a cop plays both sides to learn who stole army weapons that could ignite a civil war."
s2554,Guna 369,Arjun Jandyala,TV-MA,Movie,2019-11-15,2019,A pampered but kind-hearted average joe ditches his romancing and peacekeeping ways when he’s framed for a murder he didn’t commit.
s2555,Gunjan Saxena: The Kargil Girl,Sharan Sharma,TV-14,Movie,2020-08-12,2020,Flight Lieutenant Gunjan Saxena makes history in her journey from aspiring aviator to India’s first female combat pilot in the Kargil War.
s2557,Gurgaon,Shanker Raman,TV-14,Movie,2018-05-01,2017,"When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own."
s2559,Guru,Mani Ratnam,TV-PG,Movie,2018-03-01,2007,Ambitious Gurukant Desai ignores his father's advice and leaves his village to find success in Turkey.
s2561,Guy Martin: Last Flight of the Vulcan Bomber,James Woodroffe,TV-G,Movie,2019-07-26,2015,Guy Martin assists in preparing the last airworthy Vulcan bomber for a farewell tour while revealing the stories behind the iconic aircraft.
s2562,Guzaarish,Sanjay Leela Bhansali,TV-14,Movie,2018-08-02,2010,"After an onstage disaster leaves an illusionist paralyzed, he channels his magic into a hit radio show. Years later, he fights for the right to die."
s2565,Héroes,Esteban Vidal,TV-MA,Movie,2018-08-19,2015,"When an earthquake hits Chile, rescue workers must put aside their differences to save the country from a businessman''s evil scheme."
s2566,Hükümet Kadin,Sermiyan Midyat,TV-MA,Movie,2017-03-10,2013,"When an uneducated mother of eight suddenly becomes mayor, she uses the skills she''s learned as a housewife to keep her town running like clockwork."
s2567,Hükümet Kadin 2,Sermiyan Midyat,TV-14,Movie,2017-03-10,2013,"In 1949, with freedoms threatened, housewife Hükümet is unaware of her future life in politics as she faces off with liar and mayoral hopeful Faruk."
s2571,Haani,Amitoj Mann,TV-14,Movie,2018-10-01,2013,"When a man discovers that he can communicate with his grandfather''s spirit, it leads to two love stories intertwining 50 years apart."
s2573,Habibie & Ainun,Faozan Rizal,TV-14,Movie,2019-01-28,2012,This companion to 2016's Rudy Habibie traces the relationship between Indonesia’s third president and his wife behind the scenes of their public lives.
s2575,Hadi İnşallah,Ali Taner Baltacı,TV-14,Movie,2018-04-04,2014,A young woman recovering poorly from a bad romance gets a new lease on life after encountering a handsome man during a job interview.
s2576,Haider,Vishal Bhardwaj,TV-MA,Movie,2018-08-02,2014,Shahid Kapoor delivers a searing performance in this Bollywood take on Hamlet that unfolds amid Kashmiri culture and history.
s2578,"Hail, Caesar!","Ethan Coen, Joel Coen",PG-13,Movie,2020-04-16,2016,"When a major star is kidnapped from a movie set, a hard-charging but overwhelmed studio boss sets out to find the actor and save the film."
s2579,Hairspray,Adam Shankman,PG,Movie,2020-01-01,2007,"In 1962, ambitious plus-size teen Tracy Turnblad tries to integrate a racially divided Baltimore one Watusi at a time."
s2580,Hajwala 2: Mysterious Mission,"Ibrahim Bin Mohamed, Hasan Aljaberi",TV-14,Movie,2019-03-08,2018,"In this sequel, a group of expert drivers skilled in drifting and high-speed racing is recruited to perform obscure tasks for a shadowy gang."
s2581,Hajwala: The Missing Engine,"Ali Bin Matar, Ibrahim Bin Mohamed",TV-PG,Movie,2017-11-01,2016,A competitive streetcar racer's obsession with winning drive him to develop a vehicle with an innovative engine that's never been used before.
s2582,Hakkunde,Oluseyi Asurf,TV-14,Movie,2020-01-31,2017,A perpetually unemployed graduate desperately leaves his city for a potential opportunity until a roadblock threatens to derail his chance at a career.
s2584,Half Girlfriend,Mohit Suri,TV-14,Movie,2020-01-02,2017,"Small-town Madhav falls for big-city Riya and wants her to be his girlfriend. But she views their relationship differently, and suggests a compromise."
s2585,Halkaa,Nila Madhab Panda,TV-14,Movie,2018-11-15,2018,"Up against a corrupt government official and crushing poverty, a young boy in the Delhi slums attempts to raise funds to build himself his own toilet."
s2586,HALO Legends,"Shinji Aramaki, Mamoru Oshii, Hideki Futamura, Toshiyuki Kanno, Tomoki Kyoda, Koichi Mashimo, Yasushi Muraki, Daisuke Nishio, Frank O''Connor, Koji Sawai, Joseph Chou, Hiroshi Yamazaki",PG-13,Movie,2017-05-01,2009,"This anthology features seven independent anime shorts from renowned directors, delving into the futuristic universe of the video game franchise Halo."
s2587,Halo: The Fall of Reach,Ian Kirby,TV-14,Movie,2016-03-07,2015,Witness the origins of Master Chief and the Spartan program as a group of children transform into enhanced soldiers and fight a powerful alien threat.
s2589,Hamara Dil Aapke Paas Hai,Satish Kaushik,TV-14,Movie,2018-03-01,2000,"Love blooms when kind-hearted Avinash takes in Preeti, a woman shunned by society, but the unorthodox living situation creates quite a stir among the neighbors."
s2590,Hamburger Hill,John Irvin,R,Movie,2019-11-23,1987,The Vietnam War's horrors come brutally to life through the eyes of American soldiers trying to take a heavily fortified hill under Vietcong control.
s2591,Hamid,Aijaz Khan,TV-MA,Movie,2019-05-15,2018,"Wanting his missing father to come home, a Kashmiri boy repeatedly attempts to call God for help – until one day, a hardened army officer picks up."
s2592,Hamza's Suitcase,Akram Farouk,TV-14,Movie,2019-05-02,2017,"When a con man tries to retrieve a bag of money, he swoons for a woman with ties to a notorious crew of criminals."
s2593,Handsome Devil,John Butler,TV-MA,Movie,2017-08-01,2016,"A self-described outsider is sent to a rugby-obsessed boarding school, where he forms an unexpected bond with the star player."
s2595,Handsome: A Netflix Mystery Movie,Jeff Garlin,TV-MA,Movie,2017-05-05,2017,Homicide detective Gene Handsome sets out to solve a woman's murder while searching for clues about what's missing from his personal life.
s2597,Hangman,Johnny Martin,R,Movie,2020-05-06,2017,"A homicide detective, a criminal profiler and a journalist team up to nab a serial killer whose murders are inspired by the classic game of Hangman."
s2598,Hank: Five Years from the Brink,Joe Berlinger,TV-14,Movie,2018-08-25,2013,"From Joe Berlinger, director of the Paradise Lost trilogy, comes this documentary about controversial former U.S. Treasury Secretary Henry Paulson."
s2599,Hannah Gadsby: Douglas,Madeleine Parry,TV-MA,Movie,2020-05-26,2020,"Hannah Gadsby returns for her second special and digs deep into the complexities of popularity, identity and her most unusual dog park encounter."
s2600,Hannah Gadsby: Nanette,"Madeleine Parry, Jon Olb",TV-MA,Movie,2018-06-19,2018,"Australian comic Hannah Gadsby reshapes standard stand-up by pairing punchlines with personal revelations on gender, sexuality and childhood turmoil."
s2602,Hannibal Buress: Comedy Camisado,Lance Bangs,TV-MA,Movie,2016-02-05,2016,"In a special packed with stealthy humor, Hannibal Buress tackles zipper etiquette, the legacy of steroids and the fallout from his Bill Cosby routine."
s2603,Hans Teeuwen: Real Rancour,Doesjka van Hoogdalem,TV-MA,Movie,2017-07-01,2018,"Comedian Hans Teeuwen rebels against political correctness, proclaims himself Britain''s moral leader and takes on Donald Trump."
s2604,Hans Zimmer: Live in Prague,Tim Van Someren,TV-G,Movie,2018-03-01,2017,"In this concert film, Oscar-winning composer Hans Zimmer performs his most iconic movie scores to a sell-out crowd at the O2 Arena in Prague."
s2605,Hantu Kak Limah,Mamat Khalid,TV-PG,Movie,2019-01-31,2018,"When Kak Limah turns up dead shortly after her marriage to a much younger man, her pesky ghost haunts the villagers, who can''t seem to get rid of her."
s2609,Happy Anniversary,Jared Stern,TV-MA,Movie,2018-03-30,2018,A quirky couple spends their three-year dating anniversary looking back at their relationship and contemplating whether they should break up.
s2610,Happy as Lazzaro,Alice Rohrwacher,PG-13,Movie,2018-11-30,2018,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise''s son will change his world."
s2611,Happy Go Lucky,Amarpreet G S Chabbra,TV-14,Movie,2018-10-01,2014,"Three sisters seem to be ideal brides for three brothers. But when the girls'' father won''t allow the marriages, the boys use trickery to pull it off."
s2612,Happy Hunting,"Joe Dietsch, Louie Gibson",TV-MA,Movie,2018-01-01,2017,"On the run from his meth-dealing employers, a drifter with a drinking problem becomes prey in a desert town''s twisted hunting contest."
s2614,Happy New Year,Farah Khan,TV-14,Movie,2017-02-01,2014,A revenge-seeking diamond thief gathers a ragtag crew to infiltrate a Dubai hotel hosting a dance contest. But first they have to learn how to dance.
s2615,Happy Old Year,Nawapol Thamrongrattanarit,TV-MA,Movie,2020-03-26,2019,"While decluttering her home, a woman’s hefty house renovation leads her back to the past when she uncovers her ex-boyfriend’s belongings."
s2616,Happy Times,Luis Javier M. Henaine,NR,Movie,2017-02-08,2014,"Desperate to break up with his clingy girlfriend, a nerdy cartoonist hires a mysterious agency to do the deed. But the agency has unusual methods."
s2620,Har Kisse Ke Hisse: Kaamyaab,Hardik Mehta,TV-14,Movie,2020-05-02,2020,"After a career of thankless credits, a retired actor returns for a long-awaited leading role but finds he is utterly unprepared for new-age filmmaking."
s2621,Haraamkhor,Shlok Sharma,TV-14,Movie,2017-02-01,2015,"A selfish, manipulative schoolteacher takes advantage of a schoolgirl''s vulnerability to gratify his dark, narcissistic desires."
s2622,Hard Kill,Matt Eskandari,R,Movie,2020-11-23,2020,"When a billionaire hires a team of mercenaries for protection, they soon realize world-changing technology and his daughter’s life are also at stake."
s2623,Hard Lessons,Eric Laneuville,TV-14,Movie,2011-10-01,1986,"This drama based on real-life events tells the story of George McKenna, the tough, determined new principal of a notorious Los Angeles high school."
s2624,Hard Tide,"Robert Osman, Nathanael Wiseman",TV-MA,Movie,2017-09-06,2015,A drug dealer who's been emulating his father's successful criminal career is forced to go on the run with a young girl in this fact-based thriller.
s2625,Hardcore Henry,Ilya Naishuller,R,Movie,2020-08-01,2015,"Shot entirely like a first-person shooter video game, this film tracks Henry, a cyborg racing to save his wife from a villain with paranormal powers."
s2627,Hari Kondabolu: Warn Your Relatives,Bobcat Goldthwait,TV-MA,Movie,2018-05-08,2018,"Hari Kondabolu breaks down identity politics, celebrity encounters, his mango obsession and more in an unpredictable stand-up comedy special."
s2628,Harishchandrachi Factory,Paresh Mokashi,TV-PG,Movie,2018-10-01,2009,"Against a backdrop of burgeoning social unrest, a neophyte filmmaker makes history in 1913 as the director of India''s first feature-length film."
s2629,Harith Iskander: I Told You So,Michael McKay,TV-14,Movie,2018-01-19,2018,"Malaysian stand-up comedy icon Harith Iskander takes the stage in Kuala Lumpur to talk about Singapore, a past girlfriend, Rick Astley and more."
s2631,Harold & Kumar Escape from Guantanamo Bay,"Jon Hurwitz, Hayden Schlossberg",R,Movie,2019-10-01,2008,Harold and Kumar jump on a plane to catch up with Harold's love interest but must change their plans when Kumar is accused of being a terrorist.
s2632,Harold & Kumar Go to White Castle,Danny Leiner,R,Movie,2020-01-01,2004,Buddies Harold and Kumar set out to satisfy a stoner craving for hamburgers but end up on an epic journey when they can't find White Castle.
s2633,Harold and Lillian: A Hollywood Love Story,Daniel Raim,TV-14,Movie,2018-11-25,2015,"Storyboard artist Harold Michelson and his film researcher wife, Lillian, recall the influence they had on 60 years of Hollywood''s biggest hits."
s2635,Harriet the Spy: Blog Wars,Ron Oliver,TV-G,Movie,2018-04-15,2010,Intrepid writer Harriet Welsch is determined to become the class blogger despite stiff competition from her snooty archrival.
s2637,Harry and Snowman,Ron Davis,TV-PG,Movie,2017-01-15,2015,"With only a strong will and a cheap horse, a former agent of the Dutch underground in World War II sets out to become a champion show jumper."
s2638,Harry Benson: Shoot First,"Justin Bare, Matthew Miele",NR,Movie,2017-05-01,2016,"This film chronicles the career of photographer Harry Benson, who earned global renown with his candid shots of the Beatles and other celebrities."
s2640,Harud,Aamir Bashir,TV-MA,Movie,2016-10-01,2010,"A young Kashmiri man sets out to escape to Pakistan and make sense of his brother''s death, but he drifts aimlessly until finding his brother''s camera."
s2643,Hasee Toh Phasee,Vinil Mathew,TV-14,Movie,2020-04-01,2014,"Nikhil is tasked with keeping his fiancée''s troublemaking sister, Meeta, from ruining his wedding. But in the process, the two become inseparable."
s2644,Haseena Maan Jaayegi,David Dhawan,TV-PG,Movie,2018-03-01,1999,"A millionaire opens the door to comic complications when he punishes his spoiled sons for trying to make money through shady, get-rich-quick schemes."
s2651,Hattrick,Milan Luthria,TV-14,Movie,2018-11-01,2007,Stories of personal victories coincide with Team India's battle for the Cricket World Cup in this engaging ensemble drama.
s2655,Haunting on Fraternity Row,Brant Sersen,TV-MA,Movie,2019-03-01,2018,"When a fraternity''s last big luau serves up horrible deaths to its partygoers, the brothers learn firsthand about their house’s frightening history."
s2656,Have a Good Trip: Adventures in Psychedelics,Donick Cary,TV-MA,Movie,2020-05-11,2020,"Explore hallucinogenic highs and lows as celebrities share funny, mind-blowing tales via animations, reenactments and more in this documentary."
s2658,Have You Seen the Listers?,Eddie Martin,TV-MA,Movie,2019-02-01,2017,This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships.
s2660,Havenhurst,Andrew C. Erin,TV-MA,Movie,2017-06-10,2016,"An alcoholic with a tragic past rents an apartment in a building for those in recovery, but soon learns the truth about residents who get evicted."
s2661,Hawaizaada,Vibhu Virender Puri,TV-14,Movie,2020-11-19,2015,"In 1895 Mumbai, spirited Indian lad Shiv Talpade defies British rule and sparse funding – and physics – to build the world''s first airplane."
s2662,Hayat Öpücügü,Şenol Sönmez,TV-14,Movie,2017-03-10,2015,"High-strung Metin finally stops seeing doom and gloom around every corner when he meets vivacious Hayat, but she has her own soul-searching to do."
s2663,Haywire,Steven Soderbergh,R,Movie,2020-03-01,2011,A last-minute mission in Dublin turns deadly for stunning secret operative Mallory Kane when she realizes she's been betrayed.
s2664,Hazaaron Khwaishein Aisi,Sudhir Mishra,TV-MA,Movie,2019-04-15,2003,"In a politically charged India of the 1970s, three friends are transformed by personal ideologies, dangerous ambitions and matters of the heart."
s2666,He Even Has Your Eyes,Lucien Jean-Baptiste,TV-MA,Movie,2017-05-01,2016,"When French-African couple Paul and Sali discover the longed-for baby they are about to adopt is white, family chaos and confrontation ensue."
s2667,He Named Me Malala,Davis Guggenheim,PG-13,Movie,2018-06-01,2015,"This documentary tells the story of a teenage Pakistani girl shot for her advocacy of women''s education, her survival, and her continued efforts."
